#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types
2209230	25898	817	117406	107267	-	-	RCHY1	CAMK2D	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	CAMKD	Affinity Capture-Western	physical	Ma-Lauer Y (2016)	PUBMED:27519799	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96PM5	-	NP_056251|NP_001265468|NP_001265467|NP_001265466|NP_001265465|NP_001009922	Q13557	E9PF82|A0A024RDK3|D6R938	NP_001308519|NP_001308518|NP_001308511|NP_001308510|NP_001308513|NP_001308512|NP_001308515|NP_001308514|NP_001308517|NP_001308516|NP_001308498|NP_001308499|NP_001308495|NP_001308496|NP_001308497|NP_742113|NP_742112|NP_001212|NP_001308508|NP_001308509|NP_001308506|NP_001308507|NP_001308504|NP_001308505|NP_001308502|NP_001308503|NP_001308500|NP_001308501|NP_001308520|NP_742125|NP_742126|NP_742127	-	-	-	-	-	-
2657651	1489679	4140	4383924	110310	SARS-CoV-9b	-	ORF9b	MARK3	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA	CTAK1|KP78|PAR1A|Par-1a	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	-	-	-	-	-	-
2657652	1489680	10465	4383939	115728	SARS-CoV-1ab-nsp1ab	-	nsp1ab	PPIH	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|R1AB_CVHSA	CYP-20|CYPH|SnuCyp-20|USA-CYP	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	O43447	Q6FH36	NP_001317439|NP_006338	-	-	-	-	-	-
2657653	1489680	11123	4383939	116297	SARS-CoV-1ab-nsp1ab	RP4-594I10.1	nsp1ab	RCAN3	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|R1AB_CVHSA	DSCR1L2|MCIP3|RCN3|hRCN3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput|Low Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828860	Q9UKA8	A0A024RAH2	NP_001238906|NP_001238907|NP_001238908|NP_001238909|NP_038469|NP_001238914|NP_001238911|NP_001238910|NP_001238913|NP_001238912	-	-	-	-	-	-
2657654	-	9146	4383925	114593	SARS-CoV-14	-	ORF14	HGS	14|ns14|SARS-CoV sars14|ORF14|SARS-CoV ORF14|Y14_CVHSA	HRS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TLC7	-	-	O14964	-	NP_004703	-	-	-	-	-	-
2657655	1489676	7917	4383922	113647	SARS-CoV-8a	DADB-70P7.10-021	ORF8a	BAG6	8a|ns8a|SARS-CoV sars8a|ORF8a|SARS-CoV ORF8a|NS8A_CVHSA	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TFA0	-	NP_849176	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-
2657656	1489680	23564	4383945	117107	SARS-CoV-1ab-nsp7ab	DADB-110M10.5	nsp7ab	DDAH2	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	DDAH|DDAHII|G6a|HEL-S-277|NG30	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	O95865	V9HW53	NP_039268|NP_001289936|NP_001289937	-	-	-	-	-	-
2657657	1489675	819	4383921	107269	SARS-CoV-7b	-	ORF7b	CAMLG	7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA	CAML	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TFA1	-	NP_849175	P49069	-	NP_001736	-	-	-	-	-	-
2657658	1489680	25978	4383949	117462	SARS-CoV-1ab-nsp12ab	CGI-84	nsp12ab	CHMP2B	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	ALS17|CHMP2.5|DMT1|VPS2-2|VPS2B	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q9UQN3	B2RE76	NP_054762|NP_001231573	-	-	-	-	-	-
2657659	1489680	128346	4383949	126110	SARS-CoV-1ab-nsp12ab	-	nsp12ab	C1orf162	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q8NEQ5	-	NP_001287763|NP_001287764|NP_777556	-	-	-	-	-	-
2657660	1489680	23609	4383941	117142	SARS-CoV-1ab-nsp3ab	HSPC070	nsp3ab	MKRN2	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA	RNF62	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q9H000	-	NP_001258636|NP_054879	-	-	-	-	-	-
2657661	1489680	7177	4383949	113029	SARS-CoV-1ab-nsp12ab	-	nsp12ab	TPSAB1	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	TPS1|TPS2|TPSB1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q15661|P20231	-	NP_003285	-	-	-	-	-	-
2657662	1489680	710	4383951	107171	SARS-CoV-1ab-nsp14ab	-	nsp14ab	SERPING1	nsp14|sars1ab|orf1ab|SARS-CoV nsp14ab|SARS-CoV nsp14|SARS-CoV sars1ab|orf1ab-nsp14|orf1ab-nsp14ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828871	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657663	1489680	7681	4383941	113479	SARS-CoV-1ab-nsp3ab	-	nsp3ab	MKRN3	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA	CPPB2|D15S9|RNF63|ZFP127|ZNF127	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q13064	-	NP_005655	-	-	-	-	-	-
2657664	1489680	25978	4383947	117462	SARS-CoV-1ab-nsp9ab	CGI-84	nsp9ab	CHMP2B	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	ALS17|CHMP2.5|DMT1|VPS2-2|VPS2B	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q9UQN3	B2RE76	NP_054762|NP_001231573	-	-	-	-	-	-
2657665	1489679	5683	4383924	111656	SARS-CoV-9b	-	ORF9b	PSMA2	9b|ns9b|SARS-CoV sars9b|ORF9b|SARS-CoV ORF9b|ORF9B_CVHSA	HC3|MU|PMSA2|PSC2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59636	-	NP_828859	P25787	A0A024RA52	NP_002778	-	-	-	-	-	-
2657666	1489680	57035	4383947	121332	SARS-CoV-1ab-nsp9ab	HT033	nsp9ab	RSRP1	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	C1orf63|DJ465N24.2.1|NPD014	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q9BUV0	A0A024RAH6	NP_064713	-	-	-	-	-	-
2657667	1489680	57862	4383941	121792	SARS-CoV-1ab-nsp3ab	-	nsp3ab	ZNF410	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA	APA-1|APA1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q86VK4	A0A024R691|Q53FM1	NP_001229856|NP_067011|NP_001229855|NP_001229853|NP_001229857	-	-	-	-	-	-
2657668	1489680	5431	4383949	111427	SARS-CoV-1ab-nsp12ab	-	nsp12ab	POLR2B	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	POL2RB|RPB2|hRPB140	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P30876	C9J2Y9|C9J4M6	NP_001290198|NP_001290197|NP_000929	-	-	-	-	-	-
2657669	1489680	162989	4383940	127838	SARS-CoV-1ab-nsp2ab	PSEC0004	nsp2ab	DEDD2	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|R1AB_CVHSA	FLAME-3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828851	Q8WXF8	M0QXK7	NP_001257543|NP_001257544|NP_579874	-	-	-	-	-	-
2657670	1489680	10540	4383951	115794	SARS-CoV-1ab-nsp14ab	-	nsp14ab	DCTN2	nsp14|sars1ab|orf1ab|SARS-CoV nsp14ab|SARS-CoV nsp14|SARS-CoV sars1ab|orf1ab-nsp14|orf1ab-nsp14ab|pp1ab|R1AB_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828871	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657671	1489680	27031	4383947	117962	SARS-CoV-1ab-nsp9ab	-	nsp9ab	NPHP3	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	CFAP31|MKS7|NPH3|RHPD|RHPD1|SLSN3	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q7Z494	-	NP_694972	-	-	-	-	-	-
2657672	1489680	64499	4383949	122201	SARS-CoV-1ab-nsp12ab	-	nsp12ab	TPSB2	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	TPS2|tryptaseB|tryptaseC	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	P20231	-	NP_077078	-	-	-	-	-	-
2657673	1489670	10540	4383918	115794	SARS-CoV-3b	-	ORF3b	DCTN2	3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59633	-	NP_828853	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657674	1489680	79589	4383945	122731	SARS-CoV-1ab-nsp7ab	RP11-150F24.1	nsp7ab	RNF128	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	GRAIL	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q8TEB7	-	NP_919445|NP_078815	-	-	-	-	-	-
2657675	1489680	8314	4383945	113911	SARS-CoV-1ab-nsp7ab	hucep-6	nsp7ab	BAP1	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	HUCEP-13|UCHL2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q92560	A0A024R305	NP_004647	-	-	-	-	-	-
2657676	-	710	4383925	107171	SARS-CoV-14	-	ORF14	SERPING1	14|ns14|SARS-CoV sars14|ORF14|SARS-CoV ORF14|Y14_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TLC7	-	-	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657677	1489680	379	4383945	106874	SARS-CoV-1ab-nsp7ab	-	nsp7ab	ARL4D	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	ARF4L|ARL6	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	P49703	-	NP_001652	-	-	-	-	-	-
2657678	1489680	54535	4383949	120022	SARS-CoV-1ab-nsp12ab	XXbac-BCX101P6.10-002	nsp12ab	CCHCR1	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	C6orf18|HCR|SBP	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q8TD31	B0S7V6|Q2TB68|M1T2K8|Q769H0	NP_001099034|NP_061925|NP_001099033	-	-	-	-	-	-
2657679	1489680	81889	4383947	123622	SARS-CoV-1ab-nsp9ab	AC012180.10-002	nsp9ab	FAHD1	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	C16orf36|YISKL	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q6P587	-	NP_001135870|NP_001018114|NP_112485	-	-	-	-	-	-
2657680	1489680	28969	4383946	118793	SARS-CoV-1ab-nsp8ab	HSPC028	nsp8ab	BZW2	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA	MST017|MSTP017	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828866	Q9Y6E2	A0A024RA42	NP_001153239|NP_054757	-	-	-	-	-	-
2657681	1489680	57727	4383945	121747	SARS-CoV-1ab-nsp7ab	RP11-465L10.6	nsp7ab	NCOA5	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	CIA|bA465L10.6	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	Q9HCD5	-	NP_066018	-	-	-	-	-	-
2657682	1489670	710	4383918	107171	SARS-CoV-3b	-	ORF3b	SERPING1	3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59633	-	NP_828853	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657683	1489670	213	4383918	106715	SARS-CoV-3b	GIG20	ORF3b	ALB	3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA	ANALBA|FDAH|PRO0883|PRO0903|PRO1341	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59633	-	NP_828853	P02768	-	NP_000468	-	-	-	-	-	-
2657684	1489680	7531	4383945	113363	SARS-CoV-1ab-nsp7ab	-	nsp7ab	YWHAE	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	14-3-3E|HEL2|KCIP-1|MDCR|MDS	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	P62258	V9HW98	NP_006752	-	-	-	-	-	-
2657685	1489675	710	4383921	107171	SARS-CoV-7b	-	ORF7b	SERPING1	7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	Q7TFA1	-	NP_849175	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657686	1489680	4140	4383950	110310	SARS-CoV-1ab-nsp13ab	-	nsp13ab	MARK3	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	CTAK1|KP78|PAR1A|Par-1a	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	P27448	Q86U11	NP_001122391|NP_002367|NP_001122390|NP_001122393|NP_001122392	-	-	-	-	-	-
2657687	1489680	2023	4383947	108338	SARS-CoV-1ab-nsp9ab	-	nsp9ab	ENO1	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	ENO1L1|MPB1|NNE|PPH	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	P06733	A0A024R4F1|E2DRY6	NP_001188412|NP_001419	-	-	-	-	-	-
2657688	1489680	2011	4383950	108326	SARS-CoV-1ab-nsp13ab	-	nsp13ab	MARK2	nsp13|sars1ab|orf1ab|SARS-CoV nsp13ab|SARS-CoV nsp13|SARS-CoV sars1ab|orf1ab-nsp13|orf1ab-nsp13ab|pp1ab|R1AB_CVHSA	EMK-1|EMK1|PAR-1|Par-1b|Par1b	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828870	Q7KZI7	A8K2S4|E9PC69	NP_001156768|NP_001034558|NP_004945|NP_001156769|NP_059672	-	-	-	-	-	-
2657689	1489680	81926	4383941	123627	SARS-CoV-1ab-nsp3ab	-	nsp3ab	ABHD17A	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA	C19orf27|FAM108A1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828862	Q96GS6	-	NP_001123583|NP_112490	-	-	-	-	-	-
2657690	1489680	5204	4383949	111226	SARS-CoV-1ab-nsp12ab	-	nsp12ab	PFDN5	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	MM-1|MM1|PFD5	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	Q99471	-	NP_665904|NP_002615	-	-	-	-	-	-
2657691	1489673	10540	4383919	115794	SARS-CoV-6	-	ORF6	DCTN2	6|ns6|X3|SARS-CoV sars6|ORF6|SARS-CoV ORF6|X3|NS6_CVHSA	DCTN50|DYNAMITIN|HEL-S-77|RBP50	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59634	-	NP_828856	Q13561	V9HW58	NP_001248342|NP_001248341|NP_006391	-	-	-	-	-	-
2657692	1489680	57409	4383945	121511	SARS-CoV-1ab-nsp7ab	-	nsp7ab	MIF4GD	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA	AD023|MIFD|SLIP1	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828865	A9UHW6	-	NP_001229430|NP_001229429|NP_065730|NP_001229427	-	-	-	-	-	-
2657693	1489680	4705	4383949	110785	SARS-CoV-1ab-nsp12ab	-	nsp12ab	NDUFA10	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|R1AB_CVHSA	CI-42KD|CI-42k	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828869	O95299	A0A024R4B3	NP_004535|NP_001308948|NP_001308949	-	-	-	-	-	-
2657694	1489680	128346	4383947	126110	SARS-CoV-1ab-nsp9ab	-	nsp9ab	C1orf162	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA	-	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828867	Q8NEQ5	-	NP_001287763|NP_001287764|NP_777556	-	-	-	-	-	-
2657695	1489680	710	4383940	107171	SARS-CoV-1ab-nsp2ab	-	nsp2ab	SERPING1	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|R1AB_CVHSA	C1IN|C1INH|C1NH|HAE1|HAE2	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P0C6X7	-	NP_828851	P05155	E9KL26	NP_000053|NP_001027466	-	-	-	-	-	-
2657696	1489674	79001	4383920	122472	SARS-CoV-7a	MSTP134	ORF7a	VKORC1	7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA	EDTP308|IMAGE3455200|MST134|MST576|VKCFD2|VKOR	Two-hybrid	physical	Pfefferle S (2011)	PUBMED:22046132	694009	9606	High Throughput	-	-	validated candidates from HTYTH screen	-	BIOGRID	P59635	-	NP_828857	Q9BQB6	-	NP_001298240|NP_076869|NP_996560	-	-	-	-	-	-
